               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 141,            0.020482,           0.0075605,                   0,             0.93236,             0.93071,             0.97694,             0.69735,            0.021437,           0.0066508,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.020394,           0.0075005,                   0,             0.94105,             0.92235,             0.97702,             0.69777,            0.021421,           0.0066463,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.020456,           0.0074995,                   0,             0.94076,             0.92304,             0.97702,             0.69755,            0.021409,           0.0066424,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.020327,           0.0074489,                   0,             0.94606,             0.91786,             0.97702,             0.69815,            0.021392,           0.0066381,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.020628,           0.0075592,                   0,             0.93242,             0.93178,             0.97706,              0.6983,            0.021383,           0.0066328,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.020357,           0.0074879,                   0,             0.93356,             0.93178,             0.97725,             0.69865,            0.021376,            0.006629,                   0,            0.005215,            0.005215,            0.005215
                 147,             0.02027,           0.0074207,                   0,              0.9345,             0.92969,             0.97714,             0.69888,            0.021352,           0.0066248,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.020277,           0.0073939,                   0,             0.93444,             0.93073,             0.97717,             0.69888,            0.021327,           0.0066204,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.020245,           0.0074709,                   0,             0.94147,             0.92376,             0.97721,             0.69908,            0.021313,           0.0066182,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.020187,           0.0074269,                   0,             0.94084,             0.92447,              0.9772,             0.69905,            0.021296,           0.0066173,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.020134,           0.0074459,                   0,             0.93958,             0.92554,             0.97724,             0.69933,            0.021288,           0.0066141,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.020179,           0.0073923,                   0,             0.95116,             0.91503,             0.97725,             0.69943,            0.021274,           0.0066124,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.019902,           0.0072723,                   0,             0.94182,             0.92412,             0.97726,              0.6997,            0.021262,           0.0066093,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.019834,           0.0073381,                   0,             0.94153,             0.92482,             0.97732,             0.69969,            0.021258,           0.0066085,                   0,            0.004951,            0.004951,            0.004951
                 155,             0.01995,           0.0073634,                   0,             0.95317,             0.91391,             0.97735,              0.7003,             0.02126,           0.0066087,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.019995,            0.007418,                   0,             0.94182,             0.92411,              0.9771,             0.70029,            0.021258,           0.0066066,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.019755,           0.0074101,                   0,             0.95245,             0.91438,             0.97741,              0.7007,            0.021249,           0.0066046,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.019862,           0.0073279,                   0,             0.95273,             0.91333,             0.97725,             0.70082,            0.021259,           0.0066053,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.019821,           0.0073468,                   0,             0.95255,             0.91533,              0.9778,             0.70099,            0.021247,           0.0066015,                   0,            0.004786,            0.004786,            0.004786
                 160,             0.01973,           0.0073084,                   0,             0.95157,             0.91643,             0.97783,             0.70125,            0.021233,           0.0065977,                   0,            0.004753,            0.004753,            0.004753
                 161,             0.01981,           0.0073008,                   0,             0.95193,             0.91677,              0.9784,              0.7012,            0.021224,           0.0065938,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.019798,           0.0073449,                   0,             0.95229,             0.91714,              0.9778,             0.70113,            0.021208,           0.0065894,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.019845,           0.0073166,                   0,               0.952,              0.9182,             0.97778,              0.7016,            0.021201,           0.0065867,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.019541,           0.0073463,                   0,               0.952,              0.9182,             0.97792,             0.70139,            0.021196,           0.0065835,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.019605,           0.0072467,                   0,             0.95133,             0.91851,             0.97784,             0.70101,            0.021181,           0.0065814,                   0,            0.004588,            0.004588,            0.004588
